Rank,Team Number,Quality Awards
1185,1410,0
1185,1411,0
1185,1412,0
1185,1413,0
1185,1415,0
1185,1416,0
1185,1417,0
1185,1418,0
1185,1419,0
1185,1420,0
1185,1422,0
1185,1426,0
1185,1427,0
1185,1428,0
1185,1429,0
1185,1430,0
1185,1432,0
1185,1433,0
1185,1435,0
1185,1436,0
1185,1437,0
1185,1438,0
1185,1439,0
1185,1440,0
1185,1441,0
1185,1442,0
1185,1444,0
1185,1445,0
1185,1446,0
1185,1447,0
1185,1449,0
1185,1450,0
1185,1451,0
1185,1452,0
1185,1453,0
1185,1455,0
1185,1456,0
1185,1457,0
1185,1458,0
1185,1459,0
1185,1460,0
1185,1461,0
1185,1462,0
1185,1463,0
1185,1464,0
1185,1465,0
1185,1467,0
1185,1469,0
1185,1470,0
1185,1472,0
1185,1475,0
1185,1476,0
1185,1478,0
1185,1479,0
1185,1480,0
1185,1482,0
1185,1484,0
1185,1485,0
1185,1486,0
1185,1489,0
1185,1490,0
1185,1492,0
1185,1493,0
1185,1495,0
1185,1496,0
1185,1497,0
1185,1498,0
1185,1500,0
1185,1502,0
1185,1504,0
1185,1505,0
1185,1508,0
1185,1509,0
1185,1510,0
1185,1512,0
1185,1513,0
1185,1514,0
1185,1516,0
1185,1518,0
1185,1519,0
1185,1520,0
1185,1522,0
1185,1523,0
1185,1524,0
1185,1525,0
1185,1527,0
1185,1528,0
1185,1529,0
1185,1530,0
1185,1531,0
1185,1532,0
1185,1534,0
1185,1535,0
1185,1537,0
1185,1539,0
1185,1541,0
1185,1542,0
1185,1543,0
1185,1544,0
1185,1545,0
1185,1546,0
1185,1547,0
1185,1548,0
1185,1549,0
1185,1550,0
1185,1551,0
1185,1552,0
1185,1553,0
1185,1554,0
1185,1555,0
1185,1556,0
1185,1557,0
1185,1558,0
1185,1559,0
1185,1560,0
1185,1562,0
1185,1563,0
1185,1564,0
1185,1565,0
1185,1566,0
1185,1567,0
1185,1568,0
1185,1570,0
1185,1571,0
1185,1573,0
1185,1575,0
1185,1576,0
1185,1578,0
1185,1579,0
1185,1580,0
1185,1581,0
1185,1583,0
1185,1584,0
1185,1585,0
1185,1588,0
1185,1589,0
1185,1590,0
1185,1591,0
1185,1593,0
1185,1594,0
1185,1597,0
1185,1598,0
1185,1599,0
1185,1600,0
1185,1601,0
1185,1602,0
1185,1603,0
1185,1604,0
1185,1605,0
1185,1606,0
1185,1607,0
1185,1609,0
1185,1611,0
1185,1612,0
1185,1613,0
1185,1616,0
1185,1617,0
1185,1618,0
1185,1620,0
1185,1621,0
1185,1623,0
1185,1624,0
1185,1626,0
1185,1628,0
1185,1631,0
1185,1633,0
1185,1634,0
1185,1635,0
1185,1641,0
1185,1642,0
1185,1643,0
1185,1644,0
1185,1645,0
1185,1646,0
1185,1649,0
1185,1650,0
1185,1651,0
1185,1652,0
1185,1653,0
1185,1654,0
1185,1655,0
1185,1656,0
1185,1657,0
1185,1658,0
1185,1660,0
1185,1661,0
1185,1662,0
1185,1665,0
1185,1666,0
1185,1667,0
1185,1669,0
1185,1670,0
1185,1672,0
1185,1674,0
1185,1677,0
1185,1680,0
1185,1682,0
1185,1685,0
1185,1686,0
1185,1687,0
1185,1688,0
1185,1689,0
1185,1691,0
1185,1692,0
1185,1693,0
1185,1694,0
1185,1695,0
1185,1697,0
1185,1698,0
1185,1702,0
1185,1703,0
1185,1704,0
1185,1705,0
1185,1707,0
1185,1709,0
1185,1712,0
1185,1713,0
1185,1715,0
1185,1716,0
1185,1718,0
1185,1719,0
1185,1720,0
1185,1722,0
1185,1724,0
1185,1725,0
1185,1728,0
1185,1732,0
1185,1733,0
1185,1734,0
1185,1735,0
1185,1737,0
1185,1738,0
1185,1742,0
1185,1743,0
1185,1744,0
1185,1747,0
1185,1748,0
1185,1749,0
1185,1750,0
1185,1751,0
1185,1752,0
1185,1753,0
1185,1754,0
1185,1755,0
1185,1758,0
1185,1759,0
1185,1760,0
1185,1761,0
1185,1763,0
1185,1765,0
1185,1766,0
1185,1767,0
1185,1769,0
1185,1770,0
1185,1771,0
1185,1774,0
1185,1775,0
1185,1776,0
1185,1777,0
1185,1778,0
1185,1779,0
1185,1780,0
1185,1781,0
1185,1782,0
1185,1783,0
1185,1784,0
1185,1785,0
1185,1786,0
1185,1788,0
1185,1789,0
1185,1790,0
1185,1791,0
1185,1793,0
1185,1794,0
1185,1795,0
1185,1797,0
1185,1798,0
1185,1799,0
1185,1800,0
1185,1801,0
1185,1804,0
1185,1805,0
1185,1808,0
1185,1809,0
1185,1811,0
1185,1812,0
1185,1813,0
1185,1814,0
1185,1815,0
1185,1817,0
1185,1818,0
1185,1819,0
1185,1820,0
1185,1822,0
1185,1823,0
1185,1824,0
1185,1826,0
1185,1827,0
1185,1828,0
1185,1829,0
1185,1830,0
1185,1831,0
1185,1832,0
1185,1833,0
1185,1834,0
1185,1835,0
1185,1836,0
1185,1837,0
1185,1838,0
1185,1839,0
1185,1840,0
1185,1841,0
1185,1842,0
1185,1843,0
1185,1844,0
1185,1845,0
1185,1846,0
1185,1847,0
1185,1848,0
1185,1849,0
1185,1850,0
1185,1851,0
1185,1852,0
1185,1853,0
1185,1854,0
1185,1855,0
1185,1856,0
1185,1857,0
1185,1858,0
1185,1859,0
1185,1861,0
1185,1862,0
1185,1863,0
1185,1864,0
1185,1865,0
1185,1866,0
1185,1867,0
1185,1870,0
1185,1871,0
1185,1872,0
1185,1873,0
1185,1875,0
1185,1876,0
1185,1877,0
1185,1879,0
1185,1880,0
1185,1881,0
1185,1882,0
1185,1883,0
1185,1884,0
1185,1885,0
1185,1886,0
1185,1887,0
1185,1888,0
1185,1889,0
1185,1890,0
1185,1894,0
1185,1896,0
1185,1897,0
1185,1898,0
1185,1900,0
1185,1901,0
1185,1904,0
1185,1905,0
1185,1906,0
1185,1907,0
1185,1909,0
1185,1910,0
1185,1911,0
1185,1913,0
1185,1914,0
1185,1915,0
1185,1916,0
1185,1917,0
1185,1919,0
1185,1920,0
1185,1925,0
1185,1926,0
1185,1927,0
1185,1929,0
1185,1930,0
1185,1931,0
1185,1932,0
1185,1933,0
1185,1934,0
1185,1935,0
1185,1937,0
1185,1938,0
1185,1940,0
1185,1941,0
1185,1943,0
1185,1944,0
1185,1945,0
1185,1947,0
1185,1948,0
1185,1949,0
1185,1950,0
1185,1951,0
1185,1952,0
1185,1954,0
1185,1955,0
1185,1956,0
1185,1957,0
1185,1959,0
1185,1960,0
1185,1961,0
1185,1962,0
1185,1963,0
1185,1965,0
1185,1966,0
1185,1967,0
1185,1970,0
1185,1972,0
1185,1973,0
1185,1974,0
1185,1975,0
1185,1976,0
1185,1977,0
1185,1978,0
1185,1980,0
1185,1981,0
1185,1982,0
1185,1984,0
1185,1985,0
1185,1988,0
1185,1989,0
1185,1990,0
1185,1991,0
1185,1992,0
1185,1994,0
1185,1995,0
1185,1998,0
1185,1999,0
1185,2001,0
1185,2002,0
1185,2004,0
1185,2005,0
1185,2007,0
1185,2008,0
1185,2009,0
1185,2010,0
1185,2011,0
1185,2012,0
1185,2014,0
1185,2015,0
1185,2017,0
1185,2019,0
1185,2021,0
1185,2023,0
1185,2024,0
1185,2025,0
1185,2026,0
1185,2027,0
1185,2029,0
1185,2030,0
1185,2031,0
1185,2032,0
1185,2033,0
1185,2034,0
1185,2036,0
1185,2037,0
1185,2038,0
1185,2041,0
1185,2042,0
1185,2043,0
1185,2044,0
1185,2045,0
1185,2047,0
1185,2049,0
1185,2050,0
1185,2055,0
1185,2057,0
1185,2059,0
1185,2060,0
1185,2061,0
1185,2063,0
1185,2064,0
1185,2065,0
1185,2066,0
1185,2067,0
1185,2068,0
1185,2069,0
1185,2070,0
1185,2071,0
1185,2072,0
1185,2074,0
1185,2076,0
1185,2077,0
1185,2078,0
1185,2083,0
1185,2084,0
1185,2085,0
1185,2087,0
1185,2089,0
1185,2090,0
1185,2091,0
1185,2092,0
1185,2093,0
1185,2095,0
1185,2097,0
1185,2098,0
1185,2099,0
1185,2100,0
1185,2103,0
1185,2104,0
1185,2105,0
1185,2106,0
1185,2107,0
1185,2108,0
1185,2109,0
1185,2110,0
1185,2111,0
1185,2112,0
1185,2115,0
1185,2116,0
1185,2117,0
1185,2119,0
1185,2120,0
1185,2121,0
1185,2124,0
1185,2125,0
1185,2126,0
1185,2127,0
1185,2128,0
1185,2130,0
1185,2132,0
1185,2133,0
1185,2134,0
1185,2136,0
1185,2139,0
1185,2140,0
1185,2141,0
1185,2142,0
1185,2143,0
1185,2144,0
1185,2145,0
1185,2148,0
1185,2149,0
1185,2150,0
1185,2151,0
1185,2152,0
1185,2153,0
1185,2154,0
1185,2156,0
1185,2157,0
1185,2159,0
1185,2161,0
1185,2162,0
1185,2163,0
1185,2166,0
1185,2167,0
1185,2168,0
1185,2170,0
1185,2171,0
1185,2172,0
1185,2173,0
1185,2174,0
1185,2175,0
1185,2176,0
1185,2178,0
1185,2180,0
1185,2182,0
1185,2183,0
1185,2184,0
1185,2185,0
1185,2186,0
1185,2187,0
1185,2188,0
1185,2189,0
1185,2190,0
1185,2191,0
1185,2192,0
1185,2193,0
1185,2194,0
1185,2196,0
1185,2197,0
1185,2198,0
1185,2201,0
1185,2203,0
1185,2204,0
1185,2205,0
1185,2206,0
1185,2207,0
1185,2208,0
1185,2209,0
1185,2210,0
1185,2211,0
1185,2213,0
1185,2215,0
1185,2216,0
1185,2217,0
1185,2219,0
1185,2221,0
1185,2222,0
1185,2223,0
1185,2224,0
1185,2225,0
1185,2226,0
1185,2228,0
1185,2229,0
1185,2231,0
1185,2234,0
1185,2235,0
1185,2236,0
1185,2237,0
1185,2239,0
1185,2241,0
1185,2242,0
1185,2243,0
1185,2244,0
1185,2245,0
1185,2249,0
1185,2250,0
1185,2251,0
1185,2254,0
1185,2257,0
1185,2259,0
1185,2260,0
1185,2261,0
1185,2262,0
1185,2264,0
1185,2266,0
1185,2269,0
1185,2272,0
1185,2273,0
1185,2274,0
1185,2275,0
1185,2276,0
1185,2278,0
1185,2279,0
1185,2280,0
1185,2285,0
1185,2287,0
1185,2288,0
1185,2330,0
1185,2332,0
1185,2333,0
1185,2334,0
1185,2335,0
1185,2336,0
1185,2339,0
1185,2340,0
1185,2342,0
1185,2343,0
1185,2344,0
1185,2345,0
1185,2346,0
1185,2347,0
1185,2348,0
1185,2349,0
1185,2350,0
1185,2352,0
1185,2353,0
1185,2354,0
1185,2359,0
1185,2360,0
1185,2361,0
1185,2362,0
1185,2364,0
1185,2365,0
1185,2366,0
1185,2367,0
1185,2368,0
1185,2369,0
1185,2371,0
1185,2372,0
1185,2373,0
1185,2374,0
1185,2375,0
1185,2376,0
1185,2378,0
1185,2380,0
1185,2381,0
1185,2382,0
1185,2385,0
1185,2387,0
1185,2388,0
1185,2389,0
1185,2390,0
1185,2391,0
1185,2392,0
1185,2394,0
1185,2395,0
1185,2396,0
1185,2397,0
1185,2398,0
1185,2399,0
1185,2400,0
1185,2401,0
1185,2402,0
1185,2404,0
1185,2405,0
1185,2406,0
1185,2407,0
1185,2408,0
1185,2409,0
1185,2411,0
1185,2413,0
1185,2414,0
1185,2415,0
1185,2417,0
1185,2418,0
1185,2419,0
1185,2420,0
1185,2421,0
1185,2422,0
1185,2423,0
1185,2424,0
1185,2425,0
1185,2427,0
1185,2428,0
1185,2429,0
1185,2430,0
1185,2431,0
1185,2432,0
1185,2433,0
1185,2434,0
1185,2435,0
1185,2436,0
1185,2437,0
1185,2439,0
1185,2440,0
1185,2441,0
1185,2445,0
1185,2446,0
1185,2447,0
1185,2448,0
1185,2449,0
1185,2450,0
1185,2451,0
1185,2453,0
1185,2454,0
1185,2455,0
1185,2456,0
1185,2457,0
1185,2458,0
1185,2459,0
1185,2460,0
1185,2461,0
1185,2462,0
1185,2463,0
1185,2464,0
1185,2466,0
1185,2467,0
1185,2469,0
1185,2470,0
1185,2472,0
1185,2473,0
1185,2474,0
1185,2475,0
1185,2476,0
1185,2477,0
1185,2479,0
1185,2480,0
1185,2483,0
1185,2484,0
1185,2486,0
1185,2488,0
1185,2489,0
1185,2490,0
1185,2493,0
1185,2496,0
1185,2497,0
1185,2498,0
1185,2499,0
1185,2500,0
1185,2501,0
1185,2503,0
1185,2504,0
1185,2505,0
1185,2508,0
1185,2509,0
1185,2510,0
1185,2511,0
1185,2513,0
1185,2514,0
1185,2515,0
1185,2517,0
1185,2518,0
1185,2520,0
1185,2521,0
1185,2524,0
1185,2525,0
1185,2526,0
1185,2528,0
1185,2529,0
1185,2530,0
1185,2532,0
1185,2533,0
1185,2534,0
1185,2535,0
1185,2536,0
1185,2538,0
1185,2540,0
1185,2542,0
1185,2543,0
1185,2544,0
1185,2545,0
1185,2546,0
1185,2547,0
1185,2549,0
1185,2551,0
1185,2553,0
1185,2555,0
1185,2556,0
1185,2558,0
1185,2559,0
1185,2560,0
1185,2561,0
1185,2562,0
1185,2563,0
1185,2564,0
1185,2565,0
1185,2566,0
1185,2567,0
1185,2568,0
1185,2569,0
1185,2570,0
1185,2571,0
1185,2572,0
1185,2573,0
1185,2574,0
1185,2575,0
1185,2576,0
1185,2577,0
1185,2579,0
1185,2580,0
1185,2581,0
1185,2583,0
1185,2585,0
1185,2588,0
1185,2589,0
1185,2591,0
1185,2592,0
1185,2593,0
1185,2594,0
1185,2595,0
1185,2596,0
1185,2597,0
1185,2598,0
1185,2599,0
1185,2600,0
1185,2602,0
1185,2603,0
1185,2604,0
1185,2605,0
1185,2606,0
1185,2608,0
1185,2609,0
1185,2613,0
1185,2617,0
1185,2618,0
1185,2620,0
1185,2621,0
1185,2622,0
1185,2623,0
1185,2624,0
1185,2625,0
1185,2626,0
1185,2627,0
1185,2628,0
1185,2629,0
1185,2632,0
1185,2633,0
1185,2634,0
1185,2635,0
1185,2637,0
1185,2638,0
1185,2642,0
1185,2643,0
1185,2644,0
1185,2645,0
1185,2647,0
1185,2648,0
1185,2649,0
1185,2650,0
1185,2652,0
1185,2653,0
1185,2655,0
1185,2656,0
1185,2657,0
1185,2659,0
1185,2660,0
1185,2661,0
1185,2662,0
1185,2663,0
1185,2664,0
1185,2665,0
1185,2668,0
1185,2669,0
1185,2670,0
1185,2672,0
1185,2673,0
1185,2674,0
1185,2675,0
1185,2676,0
1185,2678,0
1185,2679,0
1185,2680,0
1185,2681,0
1185,2685,0
1185,2686,0
1185,2688,0
1185,2689,0
1185,2703,0
1185,2704,0
1185,2705,0
1185,2706,0
1185,2707,0
1185,2709,0
1185,2710,0
1185,2711,0
1185,2712,0
1185,2713,0
1185,2716,0
1185,2718,0
1185,2719,0
1185,2721,0
1185,2723,0
1185,2724,0
1185,2725,0
1185,2726,0
1185,2728,0
1185,2729,0
1185,2733,0
1185,2735,0
1185,2737,0
1185,2739,0
1185,2741,0
1185,2743,0
1185,2745,0
1185,2747,0
1185,2749,0
1185,2751,0
1185,2753,0
1185,2757,0
1185,2759,0
1185,2761,0
1185,2763,0
1185,2765,0
1185,2769,0
1185,2775,0
1185,2777,0
1185,2779,0
1185,2781,0
1185,2785,0
1185,2787,0
1185,2789,0
1185,2793,0
1185,2795,0
1185,2797,0
1185,2799,0
1185,2803,0
1185,2805,0
1185,2809,0
1185,2813,0
1185,2817,0
1185,2819,0
1185,2821,0
1185,2823,0
1185,2825,0
1185,2827,0
1185,2829,0
1185,2830,0
1185,2831,0
1185,2835,0
1185,2836,0
1185,2837,0
1185,2838,0
1185,2839,0
1185,2841,0
1185,2842,0
1185,2843,0
1185,2844,0
1185,2845,0
1185,2846,0
1185,2850,0
1185,2855,0
1185,2856,0
1185,2857,0
1185,2859,0
1185,2861,0
1185,2862,0
1185,2864,0
1185,2865,0
1185,2866,0
1185,2869,0
1185,2871,0
1185,2873,0
1185,2874,0
1185,2875,0
1185,2879,0
1185,2880,0
1185,2882,0
1185,2884,0
1185,2885,0
1185,2887,0
1185,2888,0
1185,2892,0
1185,2893,0
1185,2894,0
1185,2895,0
1185,2896,0
1185,2897,0
1185,2900,0
1185,2901,0
1185,2902,0
1185,2903,0
1185,2904,0
1185,2905,0
1185,2906,0
1185,2908,0
1185,2909,0
1185,2911,0
1185,2913,0
1185,2914,0
1185,2915,0
1185,2916,0
1185,2917,0
1185,2918,0
1185,2919,0
1185,2920,0
1185,2921,0
1185,2922,0
1185,2923,0
1185,2924,0
1185,2925,0
1185,2927,0
1185,2929,0
1185,2932,0
1185,2933,0
1185,2934,0
1185,2938,0
1185,2940,0
1185,2941,0
1185,2942,0
1185,2943,0
1185,2944,0
1185,2945,0
1185,2946,0
1185,2947,0
1185,2948,0
1185,2949,0
1185,2950,0
1185,2951,0
1185,2952,0
1185,2953,0
1185,2956,0
1185,2957,0
1185,2958,0
1185,2961,0
1185,2962,0
1185,2963,0
1185,2964,0
1185,2965,0
1185,2966,0
1185,2967,0
1185,2969,0
1185,2970,0
1185,2971,0
1185,2972,0
1185,2973,0
1185,2974,0
1185,2975,0
1185,2978,0
1185,2979,0
1185,2980,0
1185,2981,0
1185,2982,0
1185,2983,0
1185,2984,0
1185,2985,0
1185,2986,0
1185,2988,0
1185,2989,0
1185,2991,0
1185,2992,0
1185,2993,0
1185,2995,0
1185,2999,0
1185,3000,0
1185,3001,0
1185,3002,0
1185,3004,0
1185,3006,0
1185,3007,0
1185,3008,0
1185,3009,0
1185,3010,0
1185,3011,0
1185,3012,0
1185,3013,0
1185,3014,0
1185,3016,0
1185,3017,0
1185,3019,0
1185,3020,0
1185,3022,0
1185,3023,0
1185,3024,0
1185,3025,0
1185,3026,0
1185,3027,0
1185,3028,0
1185,3029,0
1185,3032,0
1185,3035,0
1185,3036,0
1185,3037,0
1185,3038,0
1185,3039,0
1185,3040,0
1185,3041,0
1185,3043,0
1185,3044,0
1185,3046,0
1185,3048,0
1185,3049,0
1185,3052,0
1185,3053,0
1185,3054,0
1185,3055,0
1185,3056,0
1185,3057,0
1185,3058,0
1185,3059,0
1185,3060,0
1185,3062,0
1185,3063,0
1185,3064,0
1185,3067,0
1185,3069,0
1185,3071,0
1185,3072,0
1185,3073,0
1185,3074,0
1185,3076,0
1185,3077,0
1185,3079,0
1185,3080,0
1185,3081,0
1185,3082,0
1185,3084,0
1185,3086,0
1185,3087,0
1185,3088,0
1185,3089,0
1185,3090,0
1185,3091,0
1185,3092,0
1185,3093,0
1185,3094,0
1185,3095,0
1185,3096,0
1185,3097,0
1185,3102,0
1185,3103,0
1185,3104,0
1185,3105,0
1185,3106,0
1185,3107,0
1185,3108,0
1185,3109,0
1185,3110,0
1185,3111,0
1185,3112,0
1185,3114,0
1185,3115,0
1185,3116,0
1185,3119,0
1185,3120,0
1185,3121,0
1185,3122,0
1185,3123,0
1185,3124,0
1185,3125,0
1185,3126,0
1185,3129,0
1185,3131,0
1185,3132,0
1185,3133,0
1185,3134,0
1185,3135,0
1185,3136,0
1185,3137,0
1185,3138,0
1185,3141,0
1185,3143,0
1185,3144,0
1185,3145,0
1185,3148,0
1185,3149,0
1185,3150,0
1185,3151,0
1185,3152,0
1185,3154,0
1185,3155,0
1185,3156,0
1185,3162,0
1185,3163,0
1185,3164,0
1185,3165,0
1185,3166,0
1185,3167,0
1185,3168,0
1185,3169,0
1185,3170,0
1185,3171,0
1185,3172,0
1185,3174,0
1185,3175,0
1185,3177,0
1185,3179,0
1185,3180,0
1185,3181,0
1185,3182,0
1185,3183,0
1185,3184,0
1185,3185,0
1185,3186,0
1185,3187,0
1185,3188,0
1185,3189,0
1185,3190,0
1185,3191,0
1185,3192,0
1185,3193,0
1185,3194,0
1185,3195,0
1185,3198,0
1185,3200,0
1185,3201,0
1185,3202,0
1185,3203,0
1185,3204,0
1185,3205,0
1185,3206,0
1185,3207,0
1185,3208,0
1185,3209,0
1185,3210,0
1185,3211,0
1185,3212,0
1185,3213,0
1185,3214,0
1185,3215,0
1185,3217,0
1185,3220,0
1185,3221,0
1185,3222,0
1185,3223,0
1185,3224,0
1185,3225,0
1185,3226,0
1185,3227,0
1185,3228,0
1185,3230,0
1185,3231,0
1185,3232,0
1185,3233,0
1185,3235,0
1185,3236,0
1185,3237,0
1185,3239,0
1185,3240,0
1185,3241,0
1185,3246,0
1185,3247,0
1185,3251,0
1185,3253,0
1185,3257,0
1185,3258,0
1185,3259,0
1185,3261,0
1185,3262,0
1185,3263,0
1185,3264,0
1185,3265,0
1185,3267,0
1185,3268,0
1185,3270,0
1185,3271,0
1185,3272,0
1185,3273,0
1185,3274,0
1185,3275,0
1185,3278,0
1185,3279,0
1185,3281,0
1185,3282,0
1185,3283,0
1185,3286,0
1185,3288,0
1185,3289,0
1185,3290,0
1185,3291,0
1185,3292,0
1185,3293,0
1185,3294,0
1185,3295,0
1185,3296,0
1185,3297,0
1185,3298,0
1185,3299,0
1185,3300,0
1185,3301,0
1185,3302,0
1185,3303,0
1185,3305,0
1185,3306,0
1185,3307,0
1185,3308,0
1185,3311,0
1185,3312,0
1185,3313,0
1185,3315,0
1185,3317,0
1185,3318,0
1185,3319,0
1185,3320,0
1185,3321,0
1185,3323,0
1185,3324,0
1185,3325,0
1185,3326,0
1185,3328,0
1185,3330,0
1185,3331,0
1185,3332,0
1185,3333,0
1185,3334,0
1185,3336,0
1185,3337,0
1185,3339,0
1185,3340,0
1185,3341,0
1185,3343,0
1185,3344,0
1185,3345,0
1185,3346,0
1185,3349,0
1185,3350,0
1185,3351,0
1185,3352,0
1185,3353,0
1185,3355,0
1185,3356,0
1185,3358,0
1185,3359,0
1185,3361,0
1185,3362,0
1185,3363,0
1185,3364,0
1185,3366,0
1185,3367,0
1185,3368,0
1185,3369,0
1185,3370,0
1185,3371,0
1185,3373,0
1185,3375,0
1185,3376,0
1185,3377,0
1185,3378,0
1185,3379,0
1185,3380,0
1185,3381,0
1185,3382,0
1185,3383,0
1185,3384,0
1185,3385,0
1185,3386,0
1185,3387,0
1185,3388,0
1185,3389,0
1185,3390,0
1185,3392,0
1185,3393,0
1185,3394,0
1185,3396,0
1185,3397,0
1185,3398,0
1185,3399,0
1185,3400,0
1185,3401,0
1185,3402,0
1185,3403,0
1185,3404,0
1185,3405,0
1185,3406,0
1185,3407,0
1185,3409,0
1185,3411,0
1185,3412,0
1185,3413,0
1185,3415,0
1185,3416,0
1185,3417,0
1185,3418,0
1185,3420,0
1185,3421,0
1185,3422,0
1185,3423,0
1185,3424,0
1185,3425,0
1185,3450,0
1185,3451,0
1185,3453,0
1185,3454,0
1185,3456,0
1185,3457,0
1185,3458,0
1185,3460,0
1185,3462,0
1185,3463,0
1185,3464,0
1185,3465,0
1185,3466,0
1185,3468,0
1185,3469,0
1185,3470,0
1185,3471,0
1185,3472,0
1185,3473,0
1185,3474,0
1185,3475,0
1185,3477,0
1185,3478,0
1185,3479,0
1185,3480,0
1185,3482,0
1185,3483,0
1185,3484,0
1185,3485,0
1185,3486,0
1185,3488,0
1185,3490,0
1185,3491,0
1185,3492,0
1185,3493,0
1185,3495,0
1185,3496,0
1185,3497,0
1185,3498,0
1185,3499,0
1185,3500,0
1185,3501,0
1185,3502,0
1185,3503,0
1185,3504,0
1185,3505,0
1185,3506,0
1185,3507,0
1185,3508,0
1185,3509,0
1185,3510,0
1185,3511,0
1185,3513,0
1185,3514,0
1185,3515,0
1185,3516,0
1185,3517,0
1185,3518,0
1185,3519,0
1185,3520,0
1185,3521,0
1185,3524,0
1185,3525,0
1185,3526,0
1185,3527,0
1185,3528,0
1185,3529,0
1185,3530,0
1185,3531,0
1185,3532,0
1185,3533,0
1185,3535,0
1185,3537,0
1185,3540,0
1185,3541,0
1185,3542,0
1185,3543,0
1185,3544,0
1185,3545,0
1185,3548,0
1185,3549,0
1185,3550,0
1185,3552,0
1185,3553,0
1185,3554,0
1185,3555,0
1185,3556,0
1185,3557,0
1185,3558,0
1185,3560,0
1185,3561,0
1185,3562,0
1185,3563,0
1185,3564,0
1185,3565,0
1185,3566,0
1185,3567,0
1185,3568,0
1185,3569,0
1185,3571,0
1185,3573,0
1185,3575,0
1185,3576,0
1185,3577,0
1185,3578,0
1185,3580,0
1185,3582,0
1185,3583,0
1185,3585,0
1185,3586,0
1185,3587,0
1185,3589,0
1185,3590,0
1185,3591,0
1185,3592,0
1185,3593,0
1185,3594,0
1185,3595,0
1185,3597,0
1185,3599,0
1185,3600,0
1185,3601,0
1185,3603,0
1185,3605,0
1185,3606,0
1185,3607,0
1185,3608,0
1185,3609,0
1185,3610,0
1185,3611,0
1185,3612,0
1185,3613,0
1185,3614,0
1185,3615,0
1185,3616,0
1185,3617,0
1185,3618,0
1185,3619,0
1185,3621,0
1185,3622,0
1185,3623,0
1185,3625,0
1185,3626,0
1185,3627,0
1185,3628,0
1185,3629,0
1185,3630,0
1185,3631,0
1185,3632,0
1185,3633,0
1185,3634,0
1185,3638,0
1185,3639,0
1185,3640,0
1185,3642,0
1185,3643,0
1185,3644,0
1185,3645,0
1185,3648,0
1185,3649,0
1185,3650,0
1185,3651,0
1185,3652,0
1185,3653,0
1185,3657,0
1185,3659,0
1185,3660,0
1185,3661,0
1185,3662,0
1185,3664,0
1185,3665,0
1185,3666,0
1185,3669,0
1185,3670,0
1185,3672,0
1185,3675,0
1185,3676,0
1185,3677,0
1185,3680,0
1185,3681,0
1185,3682,0
1185,3684,0
1185,3685,0
1185,3686,0
1185,3687,0
1185,3690,0
1185,3691,0
1185,3692,0
1185,3693,0
1185,3694,0
1185,3695,0
1185,3696,0
1185,3697,0
1185,3698,0
1185,3699,0
1185,3700,0
1185,3701,0
1185,3703,0
1185,3704,0
1185,3705,0
1185,3706,0
1185,3708,0
1185,3709,0
1185,3710,0
1185,3712,0
1185,3713,0
1185,3714,0
1185,3715,0
1185,3716,0
1185,3717,0
1185,3718,0
1185,3720,0
1185,3721,0
1185,3722,0
1185,3723,0
1185,3724,0
1185,3725,0
1185,3726,0
1185,3727,0
1185,3728,0
1185,3730,0
1185,3731,0
1185,3732,0
1185,3733,0
1185,3734,0
1185,3738,0
1185,3740,0
1185,3741,0
1185,3742,0
1185,3743,0
1185,3744,0
1185,3745,0
1185,3746,0
1185,3747,0
1185,3748,0
1185,3749,0
1185,3751,0
1185,3752,0
1185,3753,0
1185,3754,0
1185,3755,0
1185,3756,0
1185,3757,0
1185,3758,0
1185,3759,0
1185,3760,0
1185,3761,0
1185,3762,0
1185,3763,0
1185,3764,0
1185,3765,0
1185,3766,0
1185,3768,0
1185,3769,0
1185,3771,0
1185,3772,0
1185,3773,0
1185,3774,0
1185,3775,0
1185,3776,0
1185,3777,0
1185,3778,0
1185,3779,0
1185,3780,0
1185,3781,0
1185,3782,0
1185,3783,0
1185,3784,0
1185,3786,0
1185,3788,0
1185,3789,0
1185,3790,0
1185,3791,0
1185,3793,0
1185,3795,0
1185,3796,0
1185,3797,0
1185,3798,0
1185,3799,0
1185,3800,0
1185,3801,0
1185,3803,0
1185,3804,0
1185,3805,0
1185,3806,0
1185,3807,0
1185,3808,0
1185,3809,0
1185,3810,0
1185,3811,0
1185,3813,0
1185,3814,0
1185,3815,0
1185,3817,0
1185,3818,0
1185,3819,0
1185,3820,0
1185,3821,0
1185,3822,0
1185,3823,0
1185,3824,0
1185,3825,0
1185,3827,0
1185,3828,0
1185,3829,0
1185,3830,0
1185,3831,0
1185,3832,0
1185,3833,0
1185,3834,0
1185,3836,0
1185,3837,0
1185,3838,0
1185,3839,0
1185,3840,0
1185,3841,0
1185,3842,0
1185,3843,0
1185,3844,0
1185,3845,0
1185,3846,0
1185,3849,0
1185,3851,0
1185,3853,0
1185,3854,0
1185,3855,0
1185,3856,0
1185,3857,0
1185,3858,0
1185,3859,0
1185,3860,0
1185,3861,0
1185,3862,0
1185,3863,0
1185,3864,0
1185,3865,0
1185,3866,0
1185,3867,0
1185,3868,0
1185,3869,0
1185,3870,0
1185,3871,0
1185,3873,0
